test, device, access, stride, pattern, starting cpu, ending cpu, buffer size, memory type, delay injection, latency, bandwidth
bw, pmem0p1, seq, 16, R, 0, 23, 400000, dram, 0, 0.0, 433437.7
bw, pmem0p1, seq, 2048, W3, 0, 23, 400000, pmem, 0, 5635.78, 906.8
bw, pmem0p1, rand, 256, W5, 0, 23, 400000, pmem, 0, 7286.67, 665.5
bw, pmem0p1, rand, 512, W5, 0, 23, 400000, dram, 0, 0.0, 22802.3
bw, pmem0p1, rand, 128, W7, 0, 23, 400000, pmem, 0, 2146.73, 845.7
bw, pmem0p1, rand, 2048, W6, 0, 23, 400000, pmem, 0, 1934.57, 392.6
bw, pmem0p1, rand, 32, W2, 0, 23, 400000, dram, 0, 0.0, 168709.3
bw, pmem10, rand, 256, W6, 0, 23, 400000, pmem, 0, 0.0, 107.1
bw, pmem10, rand, 32, W5, 0, 23, 400000, dram, 0, 0.0, 190443.4
bw, pmem10, seq, 512, W8, 0, 23, 400000, pmem, 0, 0.0, 122.0
bw, nofile, seq, 1024, W10, 0, 23, 400000, dram, 0, 0.0, 13106.4
bw, nofile, seq, 1024, R, 0, 23, 400000, dram, 0, 0.0, 15468.8
bw, pmem0p1, seq, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 6043.6
bw, pmem10, rand, 256, W2, 0, 23, 400000, dram, 0, 0.0, 47162.8
bw, pmem0p1, seq, 4096, W8, 0, 23, 400000, dram, 0, 0.0, 3140.7
bw, pmem10, rand, 64, W2, 0, 23, 400000, pmem, 0, 0.0, 196.5
bw, pmem0p1, rand, 2048, W5, 0, 23, 400000, pmem, 0, 6672.76, 663.5
bw, nofile, seq, 16, W3, 0, 23, 400000, dram, 0, 0.0, 410934.9
bw, pmem0p1, seq, 4096, W3, 0, 23, 400000, dram, 0, 0.0, 3607.9
bw, pmem0p1, seq, 4096, W8, 0, 23, 400000, pmem, 0, 1688.65, 627.7
bw, pmem0p1, seq, 256, W7, 0, 23, 400000, pmem, 0, 1180.69, 791.6
bw, pmem0p1, seq, 1024, W7, 0, 23, 400000, pmem, 0, 1256.59, 808.5
bw, pmem10, seq, 128, W5, 0, 23, 400000, dram, 0, 0.0, 65283.3
bw, nofile, rand, 256, W7, 0, 23, 400000, dram, 0, 0.0, 46278.8
bw, nofile, rand, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3451.4
bw, nofile, seq, 256, W6, 0, 23, 400000, dram, 0, 0.0, 46589.9
bw, pmem10, rand, 128, W2, 0, 23, 400000, dram, 0, 0.0, 74530.1
bw, pmem0p1, seq, 512, W2, 0, 23, 400000, dram, 0, 0.0, 26058.8
bw, pmem0p1, rand, 1024, W6, 0, 23, 400000, dram, 0, 0.0, 11192.8
bw, pmem10, seq, 128, R, 0, 23, 400000, dram, 0, 0.0, 60518.3
bw, pmem0p1, rand, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3297.7
bw, pmem10, seq, 1024, W5, 0, 23, 400000, pmem, 0, 0.0, 200.3
bw, pmem10, rand, 128, W7, 0, 23, 400000, pmem, 0, 0.0, 147.8
bw, nofile, seq, 4096, R, 0, 23, 400000, dram, 0, 0.0, 3910.4
bw, nofile, rand, 64, W6, 0, 23, 400000, dram, 0, 0.0, 77627.9
bw, nofile, seq, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13191.7
bw, pmem0p1, seq, 1024, W6, 0, 23, 400000, pmem, 0, 1348.09, 407.7
bw, nofile, seq, 1024, W8, 0, 23, 400000, dram, 0, 0.0, 11600.9
bw, nofile, seq, 256, W2, 0, 23, 400000, dram, 0, 0.0, 43623.7
bw, pmem0p1, seq, 128, W6, 0, 23, 400000, pmem, 0, 1035.27, 524.0
bw, pmem0p1, seq, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6835.0
bw, pmem10, rand, 2048, W5, 0, 23, 400000, pmem, 0, 73414.98, 199.2
bw, nofile, seq, 128, R, 0, 23, 400000, dram, 0, 0.0, 60528.7
bw, pmem0p1, seq, 64, W7, 0, 23, 400000, dram, 0, 0.0, 92206.8
bw, pmem0p1, rand, 4096, R, 0, 23, 400000, dram, 0, 0.0, 3874.4
bw, pmem0p1, rand, 64, R, 0, 23, 400000, dram, 0, 0.0, 99831.3
bw, pmem10, rand, 64, W5, 0, 23, 400000, dram, 0, 0.0, 87616.2
bw, pmem0p1, rand, 128, W2, 0, 23, 400000, dram, 0, 0.0, 74538.4
bw, pmem10, seq, 256, W2, 0, 23, 400000, pmem, 0, 0.0, 120.2
bw, pmem10, seq, 512, R, 0, 23, 400000, pmem, 0, 0.0, 93.4
bw, nofile, seq, 512, W6, 0, 23, 400000, dram, 0, 0.0, 22931.1
bw, pmem0p1, seq, 32, W7, 0, 23, 400000, dram, 0, 0.0, 164250.8
bw, pmem10, seq, 512, W7, 0, 23, 400000, pmem, 0, 0.0, 102.3
bw, pmem0p1, seq, 64, R, 0, 23, 400000, dram, 0, 0.0, 108251.7
bw, pmem10, seq, 16, W5, 0, 23, 400000, dram, 0, 0.0, 391296.4
bw, pmem0p1, seq, 128, W8, 0, 23, 400000, dram, 0, 0.0, 59225.3
bw, pmem0p1, seq, 64, W3, 0, 23, 400000, pmem, 0, 3548.06, 1253.2
bw, nofile, rand, 16, W2, 0, 23, 400000, dram, 0, 0.0, 373401.4
bw, pmem0p1, seq, 512, W5, 0, 23, 400000, dram, 0, 0.0, 23555.9
bw, nofile, rand, 64, W7, 0, 23, 400000, dram, 0, 0.0, 87990.6
bw, pmem10, rand, 32, W6, 0, 23, 400000, pmem, 0, 0.0, 107.0
bw, nofile, rand, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3298.3
bw, pmem10, rand, 128, R, 0, 23, 400000, dram, 0, 0.0, 84819.0
bw, nofile, rand, 256, R, 0, 23, 400000, dram, 0, 0.0, 54068.7
bw, pmem0p1, seq, 4096, R, 0, 23, 400000, dram, 0, 0.0, 3910.9
bw, pmem0p1, seq, 256, W10, 0, 23, 400000, dram, 0, 0.0, 42302.4
bw, pmem10, seq, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6833.9
bw, nofile, seq, 4096, W10, 0, 23, 400000, dram, 0, 0.0, 3480.3
bw, pmem10, seq, 2048, W3, 0, 23, 400000, dram, 0, 0.0, 7165.5
bw, pmem10, rand, 32, R, 0, 23, 400000, pmem, 0, 0.0, 426.6
bw, pmem0p1, seq, 1024, W6, 0, 23, 400000, dram, 0, 0.0, 11976.9
bw, nofile, seq, 512, W5, 0, 23, 400000, dram, 0, 0.0, 23554.2
bw, nofile, seq, 2048, W2, 0, 23, 400000, dram, 0, 0.0, 6984.6
bw, pmem0p1, seq, 4096, W5, 0, 23, 400000, pmem, 0, 7268.91, 659.8
bw, pmem10, seq, 256, W10, 0, 23, 400000, pmem, 0, 0.0, 97.1
bw, pmem10, rand, 256, W5, 0, 23, 400000, dram, 0, 0.0, 44596.8
bw, pmem10, rand, 1024, R, 0, 23, 400000, pmem, 0, 0.0, 1214.4
bw, pmem10, seq, 256, W8, 0, 23, 400000, pmem, 0, 0.0, 96.5
bw, nofile, rand, 32, R, 0, 23, 400000, dram, 0, 0.0, 205716.1
bw, nofile, seq, 32, W7, 0, 23, 400000, dram, 0, 0.0, 164237.0
bw, pmem0p1, rand, 128, W6, 0, 23, 400000, pmem, 0, 1312.25, 413.3
bw, nofile, rand, 256, W6, 0, 23, 400000, dram, 0, 0.0, 41972.9
bw, pmem0p1, seq, 16, W6, 0, 23, 400000, dram, 0, 0.0, 25375.9
bw, pmem10, seq, 128, W5, 0, 23, 400000, pmem, 0, 0.0, 144.5
bw, pmem10, rand, 2048, W5, 0, 23, 400000, dram, 0, 0.0, 6461.4
bw, pmem10, rand, 256, W5, 0, 23, 400000, pmem, 0, 0.0, 199.3
bw, pmem0p1, rand, 2048, R, 0, 23, 400000, dram, 0, 0.0, 7633.6
bw, pmem10, rand, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 5737.3
bw, pmem10, rand, 1024, W5, 0, 23, 400000, dram, 0, 0.0, 12423.9
bw, pmem0p1, seq, 256, W8, 0, 23, 400000, dram, 0, 0.0, 39126.0
bw, pmem10, seq, 512, W3, 0, 23, 400000, dram, 0, 0.0, 26742.5
bw, nofile, seq, 4096, W2, 0, 23, 400000, dram, 0, 0.0, 3523.9
bw, nofile, seq, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3480.0
bw, nofile, rand, 4096, R, 0, 23, 400000, dram, 0, 0.0, 3874.5
bw, pmem0p1, seq, 256, W3, 0, 23, 400000, pmem, 0, 5751.58, 824.8
bw, pmem0p1, seq, 512, R, 0, 23, 400000, dram, 0, 0.0, 28057.8
bw, pmem10, seq, 128, W7, 0, 23, 400000, dram, 0, 0.0, 56937.8
bw, pmem10, seq, 16, W7, 0, 23, 400000, dram, 0, 0.0, 101149.2
bw, pmem0p1, seq, 64, W10, 0, 23, 400000, dram, 0, 0.0, 92006.6
bw, pmem0p1, rand, 2048, W2, 0, 23, 400000, pmem, 0, 6187.05, 831.6
bw, pmem10, seq, 512, W6, 0, 23, 400000, pmem, 0, 0.0, 109.3
bw, pmem0p1, rand, 1024, W7, 0, 23, 400000, pmem, 0, 2464.62, 829.5
bw, pmem0p1, seq, 1024, W3, 0, 23, 400000, dram, 0, 0.0, 14135.6
bw, pmem10, rand, 64, W6, 0, 23, 400000, pmem, 0, 0.0, 107.5
bw, pmem0p1, rand, 256, W6, 0, 23, 400000, pmem, 0, 1790.35, 396.0
bw, pmem0p1, seq, 2048, W10, 0, 23, 400000, dram, 0, 0.0, 6796.7
bw, pmem10, seq, 2048, W3, 0, 23, 400000, pmem, 0, 29395.9, 384.2
bw, nofile, seq, 128, W2, 0, 23, 400000, dram, 0, 0.0, 64091.0
bw, pmem0p1, seq, 128, W2, 0, 23, 400000, dram, 0, 0.0, 64072.4
bw, pmem10, seq, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3313.3
bw, nofile, rand, 32, W6, 0, 23, 400000, dram, 0, 0.0, 6577.5
bw, pmem0p1, rand, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13031.7
bw, pmem10, seq, 256, W2, 0, 23, 400000, dram, 0, 0.0, 43622.5
bw, pmem10, seq, 2048, W2, 0, 23, 400000, dram, 0, 0.0, 6985.7
bw, pmem0p1, rand, 256, W6, 0, 23, 400000, dram, 0, 0.0, 42027.8
bw, pmem10, seq, 256, W6, 0, 23, 400000, dram, 0, 0.0, 46599.2
bw, pmem0p1, seq, 256, R, 0, 23, 400000, dram, 0, 0.0, 49769.6
bw, pmem0p1, seq, 4096, W5, 0, 23, 400000, dram, 0, 0.0, 3314.4
bw, pmem0p1, seq, 512, W7, 0, 23, 400000, pmem, 0, 1127.28, 810.9
bw, pmem0p1, seq, 256, W10, 0, 23, 400000, pmem, 0, 1179.74, 787.3
bw, pmem10, seq, 2048, W7, 0, 23, 400000, pmem, 0, 19943.1, 302.4
bw, pmem10, seq, 64, W6, 0, 23, 400000, dram, 0, 0.0, 78600.5
bw, pmem10, seq, 4096, W7, 0, 23, 400000, pmem, 0, 20400.13, 305.4
bw, nofile, rand, 512, W6, 0, 23, 400000, dram, 0, 0.0, 20911.9
bw, pmem10, rand, 32, W2, 0, 23, 400000, pmem, 0, 0.0, 393.8
bw, pmem10, seq, 32, W6, 0, 23, 400000, pmem, 0, 0.0, 246.9
bw, pmem10, seq, 64, W5, 0, 23, 400000, pmem, 0, 0.0, 218.3
bw, nofile, rand, 4096, W6, 0, 23, 400000, dram, 0, 0.0, 2911.4
bw, pmem0p1, seq, 1024, W5, 0, 23, 400000, dram, 0, 0.0, 12731.5
bw, pmem0p1, seq, 256, W7, 0, 23, 400000, dram, 0, 0.0, 42001.9
bw, pmem10, rand, 512, W2, 0, 23, 400000, pmem, 0, 0.0, 192.6
bw, pmem10, seq, 128, R, 0, 23, 400000, pmem, 0, 0.0, 115.7
bw, pmem0p1, rand, 256, W5, 0, 23, 400000, dram, 0, 0.0, 44506.1
bw, pmem10, rand, 128, W6, 0, 23, 400000, dram, 0, 0.0, 64878.4
bw, pmem10, rand, 32, W2, 0, 23, 400000, dram, 0, 0.0, 168592.3
bw, pmem0p1, seq, 16, W10, 0, 23, 400000, dram, 0, 0.0, 98731.6
bw, pmem10, rand, 256, W2, 0, 23, 400000, pmem, 0, 0.0, 192.8
bw, pmem10, rand, 512, R, 0, 23, 400000, dram, 0, 0.0, 27797.3
bw, nofile, rand, 64, W5, 0, 23, 400000, dram, 0, 0.0, 87588.2
bw, nofile, seq, 256, W7, 0, 23, 400000, dram, 0, 0.0, 42001.1
bw, pmem10, seq, 1024, W7, 0, 23, 400000, pmem, 0, 0.0, 156.4
bw, pmem10, seq, 2048, W2, 0, 23, 400000, pmem, 0, 41585.19, 297.5
bw, pmem0p1, seq, 4096, W2, 0, 23, 400000, pmem, 0, 9682.0, 486.9
bw, pmem10, rand, 2048, W7, 0, 23, 400000, dram, 0, 0.0, 6776.4
bw, pmem10, seq, 32, W10, 0, 23, 400000, dram, 0, 0.0, 159568.6
bw, pmem0p1, rand, 256, R, 0, 23, 400000, pmem, 0, 5382.78, 1744.8
bw, nofile, rand, 512, R, 0, 23, 400000, dram, 0, 0.0, 27802.7
bw, pmem10, seq, 32, W10, 0, 23, 400000, pmem, 0, 0.0, 258.8
bw, pmem0p1, rand, 1024, W5, 0, 23, 400000, dram, 0, 0.0, 12435.8
bw, nofile, rand, 512, W7, 0, 23, 400000, dram, 0, 0.0, 23921.3
bw, pmem10, seq, 32, W5, 0, 23, 400000, dram, 0, 0.0, 196557.2
bw, pmem10, seq, 64, R, 0, 23, 400000, dram, 0, 0.0, 108218.7
bw, pmem0p1, seq, 256, W2, 0, 23, 400000, dram, 0, 0.0, 43634.2
bw, pmem10, rand, 32, R, 0, 23, 400000, dram, 0, 0.0, 206053.4
bw, nofile, seq, 1024, W5, 0, 23, 400000, dram, 0, 0.0, 12734.7
bw, pmem10, rand, 128, W5, 0, 23, 400000, pmem, 0, 0.0, 201.2
bw, pmem10, rand, 4096, W2, 0, 23, 400000, dram, 0, 0.0, 3486.1
bw, nofile, seq, 512, W2, 0, 23, 400000, dram, 0, 0.0, 26062.2
bw, pmem0p1, seq, 256, W5, 0, 23, 400000, dram, 0, 0.0, 42209.4
bw, pmem0p1, rand, 128, W5, 0, 23, 400000, dram, 0, 0.0, 69143.0
bw, nofile, seq, 2048, W5, 0, 23, 400000, dram, 0, 0.0, 6559.5
bw, pmem10, seq, 64, W8, 0, 23, 400000, dram, 0, 0.0, 87379.6
bw, pmem10, seq, 256, R, 0, 23, 400000, dram, 0, 0.0, 49777.1
bw, pmem10, seq, 4096, W8, 0, 23, 400000, dram, 0, 0.0, 3139.9
bw, pmem0p1, rand, 512, R, 0, 23, 400000, dram, 0, 0.0, 27838.9
bw, pmem0p1, rand, 512, R, 0, 23, 400000, pmem, 0, 5334.11, 1746.7
bw, pmem0p1, seq, 2048, W2, 0, 23, 400000, dram, 0, 0.0, 6985.6
bw, nofile, rand, 16, W5, 0, 23, 400000, dram, 0, 0.0, 369669.3
bw, pmem10, seq, 128, W2, 0, 23, 400000, dram, 0, 0.0, 64086.2
bw, pmem10, seq, 16, W5, 0, 23, 400000, pmem, 0, 0.0, 862.4
bw, nofile, seq, 128, W5, 0, 23, 400000, dram, 0, 0.0, 65320.3
bw, nofile, rand, 128, W7, 0, 23, 400000, dram, 0, 0.0, 70573.7
bw, pmem10, seq, 32, W5, 0, 23, 400000, pmem, 0, 0.0, 433.0
bw, pmem10, rand, 4096, W7, 0, 23, 400000, pmem, 0, 26669.08, 315.4
bw, pmem0p1, rand, 2048, W5, 0, 23, 400000, dram, 0, 0.0, 6446.2
bw, pmem10, rand, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3453.2
bw, pmem0p1, seq, 1024, W10, 0, 23, 400000, pmem, 0, 1245.05, 794.9
bw, pmem10, rand, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13052.0
bw, pmem10, seq, 128, W8, 0, 23, 400000, dram, 0, 0.0, 59215.3
bw, pmem10, rand, 4096, R, 0, 23, 400000, dram, 0, 0.0, 3874.3
bw, pmem0p1, seq, 32, W6, 0, 23, 400000, pmem, 0, 352.62, 1420.8
bw, pmem0p1, rand, 4096, W6, 0, 23, 400000, dram, 0, 0.0, 2910.6
bw, pmem0p1, seq, 1024, W2, 0, 23, 400000, pmem, 0, 5961.29, 821.3
bw, nofile, rand, 128, R, 0, 23, 400000, dram, 0, 0.0, 84830.2
bw, pmem10, seq, 128, W10, 0, 23, 400000, dram, 0, 0.0, 56278.2
bw, pmem0p1, rand, 16, W5, 0, 23, 400000, dram, 0, 0.0, 369347.4
bw, pmem10, rand, 512, R, 0, 23, 400000, pmem, 0, 0.0, 668.5
bw, pmem0p1, seq, 2048, W2, 0, 23, 400000, pmem, 0, 6041.32, 809.9
bw, pmem0p1, seq, 1024, W5, 0, 23, 400000, pmem, 0, 7530.51, 667.2
bw, nofile, seq, 16, W10, 0, 23, 400000, dram, 0, 0.0, 98703.9
bw, nofile, rand, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 5728.9
bw, pmem0p1, rand, 64, W5, 0, 23, 400000, dram, 0, 0.0, 87587.1
bw, pmem0p1, seq, 2048, W8, 0, 23, 400000, pmem, 0, 1286.73, 636.4
bw, nofile, seq, 4096, W8, 0, 23, 400000, dram, 0, 0.0, 3140.1
bw, pmem0p1, rand, 4096, W7, 0, 23, 400000, dram, 0, 0.0, 3452.0
bw, pmem10, seq, 1024, W6, 0, 23, 400000, dram, 0, 0.0, 11976.6
bw, pmem10, rand, 128, W7, 0, 23, 400000, dram, 0, 0.0, 70641.8
bw, pmem10, seq, 512, W6, 0, 23, 400000, dram, 0, 0.0, 22934.7
bw, pmem0p1, seq, 512, R, 0, 23, 400000, pmem, 0, 9069.51, 1317.6
bw, nofile, rand, 64, R, 0, 23, 400000, dram, 0, 0.0, 99743.2
bw, pmem10, rand, 64, R, 0, 23, 400000, dram, 0, 0.0, 99869.7
bw, pmem0p1, rand, 4096, W2, 0, 23, 400000, pmem, 0, 6108.29, 838.2
bw, nofile, rand, 128, W6, 0, 23, 400000, dram, 0, 0.0, 64748.1
bw, pmem10, rand, 4096, W6, 0, 23, 400000, dram, 0, 0.0, 2909.3
bw, pmem0p1, seq, 32, W2, 0, 23, 400000, pmem, 0, 2380.33, 2088.5
bw, pmem10, rand, 1024, W7, 0, 23, 400000, pmem, 0, 0.0, 215.4
bw, pmem0p1, seq, 16, W5, 0, 23, 400000, pmem, 0, 1716.71, 3190.4
bw, nofile, seq, 1024, W3, 0, 23, 400000, dram, 0, 0.0, 14132.4
bw, pmem0p1, seq, 512, W3, 0, 23, 400000, dram, 0, 0.0, 26737.9
bw, pmem0p1, seq, 16, W2, 0, 23, 400000, pmem, 0, 1223.62, 4245.0
bw, pmem10, rand, 16, W5, 0, 23, 400000, dram, 0, 0.0, 368848.5
bw, pmem0p1, seq, 128, W3, 0, 23, 400000, pmem, 0, 3686.18, 991.8
bw, pmem10, rand, 512, W5, 0, 23, 400000, dram, 0, 0.0, 22820.6
bw, pmem10, seq, 2048, W8, 0, 23, 400000, pmem, 0, 0.0, 146.7
bw, pmem0p1, seq, 2048, W6, 0, 23, 400000, pmem, 0, 1316.51, 406.3
bw, pmem10, seq, 4096, W10, 0, 23, 400000, pmem, 0, 20378.77, 307.4
bw, pmem0p1, seq, 64, W7, 0, 23, 400000, pmem, 0, 798.25, 1583.3
bw, nofile, seq, 32, W10, 0, 23, 400000, dram, 0, 0.0, 160006.8
bw, nofile, seq, 128, W8, 0, 23, 400000, dram, 0, 0.0, 59204.0
bw, pmem10, seq, 1024, W3, 0, 23, 400000, dram, 0, 0.0, 14134.4
bw, pmem10, seq, 1024, W3, 0, 23, 400000, pmem, 0, 0.0, 194.1
bw, pmem0p1, rand, 32, W6, 0, 23, 400000, dram, 0, 0.0, 6584.8
bw, nofile, seq, 128, W7, 0, 23, 400000, dram, 0, 0.0, 56923.6
bw, pmem0p1, rand, 1024, W2, 0, 23, 400000, pmem, 0, 6179.7, 834.5
bw, pmem10, seq, 256, W6, 0, 23, 400000, pmem, 0, 0.0, 110.2
bw, pmem0p1, seq, 64, W6, 0, 23, 400000, pmem, 0, 1254.07, 640.3
bw, pmem10, seq, 1024, W7, 0, 23, 400000, dram, 0, 0.0, 13198.9
bw, pmem0p1, rand, 4096, R, 0, 23, 400000, pmem, 0, 5674.21, 1742.5
bw, pmem10, seq, 4096, W3, 0, 23, 400000, dram, 0, 0.0, 3607.2
bw, pmem0p1, rand, 32, W5, 0, 23, 400000, dram, 0, 0.0, 190474.7
bw, pmem10, seq, 512, W2, 0, 23, 400000, pmem, 0, 0.0, 178.9
bw, pmem10, rand, 256, W7, 0, 23, 400000, dram, 0, 0.0, 46215.0
bw, nofile, rand, 256, W2, 0, 23, 400000, dram, 0, 0.0, 47166.5
bw, pmem0p1, seq, 256, R, 0, 23, 400000, pmem, 0, 9794.9, 1074.6
bw, pmem10, seq, 32, R, 0, 23, 400000, dram, 0, 0.0, 216609.0
bw, pmem0p1, seq, 4096, W7, 0, 23, 400000, pmem, 0, 1613.21, 795.4
bw, pmem10, seq, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 6043.2
bw, nofile, seq, 16, W7, 0, 23, 400000, dram, 0, 0.0, 101110.3
bw, pmem10, rand, 16, W6, 0, 23, 400000, dram, 0, 0.0, 4452.3
bw, pmem0p1, seq, 64, W5, 0, 23, 400000, dram, 0, 0.0, 98338.9
bw, nofile, seq, 64, W3, 0, 23, 400000, dram, 0, 0.0, 103025.0
bw, pmem0p1, seq, 32, W7, 0, 23, 400000, pmem, 0, 252.52, 3431.4
bw, pmem10, seq, 128, W6, 0, 23, 400000, pmem, 0, 0.0, 126.7
bw, pmem10, seq, 16, W3, 0, 23, 400000, dram, 0, 0.0, 410935.4
bw, pmem0p1, seq, 128, R, 0, 23, 400000, dram, 0, 0.0, 60535.7
bw, pmem10, rand, 32, W5, 0, 23, 400000, pmem, 0, 0.0, 423.3
bw, nofile, rand, 128, W2, 0, 23, 400000, dram, 0, 0.0, 74490.8
bw, nofile, seq, 128, W6, 0, 23, 400000, dram, 0, 0.0, 68054.4
bw, nofile, seq, 2048, W6, 0, 23, 400000, dram, 0, 0.0, 6042.9
bw, pmem10, rand, 256, R, 0, 23, 400000, pmem, 0, 0.0, 176.8
bw, pmem0p1, seq, 32, W6, 0, 23, 400000, dram, 0, 0.0, 156149.2
bw, pmem0p1, rand, 32, W5, 0, 23, 400000, pmem, 0, 3520.38, 1417.7
bw, nofile, rand, 64, W2, 0, 23, 400000, dram, 0, 0.0, 93157.5
bw, pmem10, seq, 64, W2, 0, 23, 400000, pmem, 0, 0.0, 203.8
bw, nofile, seq, 1024, W2, 0, 23, 400000, dram, 0, 0.0, 13704.1
bw, nofile, rand, 32, W7, 0, 23, 400000, dram, 0, 0.0, 32137.4
bw, nofile, rand, 16, R, 0, 23, 400000, dram, 0, 0.0, 394847.4
bw, pmem10, rand, 64, W5, 0, 23, 400000, pmem, 0, 0.0, 204.0
bw, nofile, seq, 16, W2, 0, 23, 400000, dram, 0, 0.0, 405558.0
bw, pmem10, rand, 64, W2, 0, 23, 400000, dram, 0, 0.0, 93232.1
bw, pmem10, rand, 16, R, 0, 23, 400000, pmem, 0, 0.0, 866.9
bw, nofile, seq, 256, W3, 0, 23, 400000, dram, 0, 0.0, 46594.6
bw, pmem10, rand, 16, W2, 0, 23, 400000, pmem, 0, 0.0, 807.3
bw, pmem0p1, seq, 128, R, 0, 23, 400000, pmem, 0, 6822.78, 1759.2
bw, pmem0p1, seq, 32, W3, 0, 23, 400000, pmem, 0, 1727.39, 2548.6
bw, pmem10, rand, 64, W7, 0, 23, 400000, pmem, 0, 0.0, 155.5
bw, pmem0p1, rand, 32, W7, 0, 23, 400000, pmem, 0, 931.45, 741.4
bw, pmem0p1, rand, 512, W5, 0, 23, 400000, pmem, 0, 7256.57, 666.7
